nuts2;date;tier
Lombardia;24/03/21;Red
Lombardia;25/03/21;Red
Lombardia;26/03/21;Red
Lombardia;27/03/21;Red
Lombardia;28/03/21;Red
Lombardia;29/03/21;Red
Lombardia;30/03/21;Red
Lombardia;31/03/21;Red
Lombardia;01/04/21;Red
Lombardia;02/04/21;Red
Lombardia;03/04/21;Red
Lombardia;04/04/21;Red
Lombardia;05/04/21;Red
Lombardia;06/04/21;Red
Lombardia;07/04/21;Red
Lombardia;08/04/21;Red
Lombardia;09/04/21;Red
Lombardia;10/04/21;Red
Lombardia;11/04/21;Red
Lombardia;12/04/21;Orange
Lombardia;13/04/21;Orange
Lombardia;14/04/21;Orange
Lombardia;15/04/21;Orange
Lombardia;16/04/21;Orange
Lombardia;17/04/21;Orange
Lombardia;18/04/21;Orange
Lombardia;19/04/21;Orange
Lombardia;20/04/21;Orange
Lombardia;21/04/21;Orange
Lombardia;22/04/21;Orange
Lombardia;23/04/21;Orange
Lombardia;24/04/21;Orange
Lombardia;25/04/21;Orange
Lombardia;26/04/21;Yellow
Lombardia;27/04/21;Yellow
Lombardia;28/04/21;Yellow
Lombardia;29/04/21;Yellow
Lombardia;30/04/21;Yellow
Lombardia;01/05/21;Yellow
Lombardia;02/05/21;Yellow
Lombardia;03/05/21;Yellow
Lombardia;04/05/21;Yellow
Lombardia;05/05/21;Yellow
Lombardia;06/05/21;Yellow
Lombardia;07/05/21;Yellow
Lombardia;08/05/21;Yellow
Lombardia;09/05/21;Yellow
Lombardia;10/05/21;Yellow
Lombardia;11/05/21;Yellow
Lombardia;12/05/21;Yellow
Lombardia;13/05/21;Yellow
Lombardia;14/05/21;Yellow
Lombardia;15/05/21;Yellow
Lombardia;16/05/21;Yellow
Lombardia;17/05/21;Yellow
Lombardia;18/05/21;Yellow
Lombardia;19/05/21;Yellow
Lombardia;20/05/21;Yellow
Lombardia;21/05/21;Yellow
Lombardia;22/05/21;Yellow
Lombardia;23/05/21;Yellow
Lombardia;24/05/21;Yellow
Lombardia;25/05/21;Yellow
Lombardia;26/05/21;Yellow
Lombardia;27/05/21;Yellow
Lombardia;28/05/21;Yellow
Lombardia;29/05/21;Yellow
Lombardia;30/05/21;Yellow
Lombardia;31/05/21;Yellow
Lombardia;01/06/21;Yellow
Lombardia;02/06/21;Yellow
Lombardia;03/06/21;Yellow
Lombardia;04/06/21;Yellow
Lombardia;05/06/21;Yellow
Lombardia;06/06/21;Yellow
Lombardia;07/06/21;Yellow
Lombardia;08/06/21;Yellow
Lombardia;09/06/21;Yellow
Lombardia;10/06/21;Yellow
Lombardia;11/06/21;Yellow
Lombardia;12/06/21;Yellow
Lombardia;13/06/21;Yellow
Lombardia;14/06/21;White
Lombardia;15/06/21;White
Lombardia;16/06/21;White
Lombardia;17/06/21;White
Lombardia;18/06/21;White
Lombardia;19/06/21;White
Lombardia;20/06/21;White
Lombardia;21/06/21;White
Lombardia;22/06/21;White
Lombardia;23/06/21;White
Lombardia;24/06/21;White
Lombardia;25/06/21;White
Lombardia;26/06/21;White
Lombardia;27/06/21;White
Lombardia;28/06/21;White
Lombardia;29/06/21;White
Lombardia;30/06/21;White
Lombardia;01/07/21;White
Lombardia;02/07/21;White
Lombardia;03/07/21;White
Lombardia;04/07/21;White
Lombardia;05/07/21;White
Lombardia;06/07/21;White
Lombardia;07/07/21;White
Lombardia;08/07/21;White
Lombardia;09/07/21;White
Lombardia;10/07/21;White
Lombardia;11/07/21;White
Lombardia;12/07/21;White
Lombardia;13/07/21;White
Lombardia;14/07/21;White
Lombardia;15/07/21;White
Lombardia;16/07/21;White
Lombardia;17/07/21;White
Lombardia;18/07/21;White
Lombardia;19/07/21;White
Lombardia;20/07/21;White
Lombardia;21/07/21;White
Lombardia;22/07/21;White
Lombardia;23/07/21;White
Lombardia;24/07/21;White
Lombardia;25/07/21;White
Lombardia;26/07/21;White
Lombardia;27/07/21;White
Lombardia;28/07/21;White
Lombardia;29/07/21;White
Lombardia;30/07/21;White
Lombardia;31/07/21;White
Lombardia;01/08/21;White
Lombardia;02/08/21;White
Lombardia;03/08/21;White
Lombardia;04/08/21;White
Lombardia;05/08/21;White
Lombardia;06/08/21;White
Lombardia;07/08/21;White
Lombardia;08/08/21;White
Lombardia;09/08/21;White
Lombardia;10/08/21;White
Lombardia;11/08/21;White
Lombardia;12/08/21;White
Lombardia;13/08/21;White
Lombardia;14/08/21;White
Lombardia;15/08/21;White
Lombardia;16/08/21;White
Lombardia;17/08/21;White
Lombardia;18/08/21;White
Lombardia;19/08/21;White
Lombardia;20/08/21;White
Lombardia;21/08/21;White
Lombardia;22/08/21;White
Lombardia;23/08/21;White
Lombardia;24/08/21;White
Lombardia;25/08/21;White
Lombardia;26/08/21;White
Lombardia;27/08/21;White
Lombardia;28/08/21;White
Lombardia;29/08/21;White
Lombardia;30/08/21;White
Lombardia;31/08/21;White
Lombardia;01/09/21;White
Lombardia;02/09/21;White
Lombardia;03/09/21;White
Lombardia;04/09/21;White
Lombardia;05/09/21;White
Lombardia;06/09/21;White
Lombardia;07/09/21;White
Lombardia;08/09/21;White
Lombardia;09/09/21;White
Lombardia;10/09/21;White
Lombardia;11/09/21;White
Lombardia;12/09/21;White
Lombardia;13/09/21;White
Lombardia;14/09/21;White
Lombardia;15/09/21;White
Lombardia;16/09/21;White
Lombardia;17/09/21;White
Lombardia;18/09/21;White
Lombardia;19/09/21;White
Lombardia;20/09/21;White
Lombardia;21/09/21;White
Lombardia;22/09/21;White
Lombardia;23/09/21;White
Lombardia;24/09/21;White
Lombardia;25/09/21;White
Lombardia;26/09/21;White
Lombardia;27/09/21;White
Lombardia;28/09/21;White
Lombardia;29/09/21;White
Lombardia;30/09/21;White
Lombardia;01/10/21;White
Lombardia;02/10/21;White
Lombardia;03/10/21;White
Lombardia;04/10/21;White
Lombardia;05/10/21;White
Lombardia;06/10/21;White
Lombardia;07/10/21;White
Lombardia;08/10/21;White
Lombardia;09/10/21;White
Lombardia;10/10/21;White
Lombardia;11/10/21;White
Lombardia;12/10/21;White
Lombardia;13/10/21;White
Lombardia;14/10/21;White
Lombardia;15/10/21;White
Lombardia;16/10/21;White
Lombardia;17/10/21;White
Lombardia;18/10/21;White
Lombardia;19/10/21;White
Lombardia;20/10/21;White
Lombardia;21/10/21;White
Lombardia;22/10/21;White
Lombardia;23/10/21;White
Lombardia;24/10/21;White
Lombardia;25/10/21;White
Lombardia;26/10/21;White
Lombardia;27/10/21;White
Lombardia;28/10/21;White
Lombardia;29/10/21;White
Lombardia;30/10/21;White
Lombardia;31/10/21;White
Lombardia;01/11/21;White
Lombardia;02/11/21;White
Lombardia;03/11/21;White
Lombardia;04/11/21;White
Lombardia;05/11/21;White
Lombardia;06/11/21;White
Lombardia;07/11/21;White
Lombardia;08/11/21;White
Lombardia;09/11/21;White
Lombardia;10/11/21;White
Lombardia;11/11/21;White
Lombardia;12/11/21;White
Lombardia;13/11/21;White
Lombardia;14/11/21;White
Lombardia;15/11/21;White
Lombardia;16/11/21;White
Lombardia;17/11/21;White
Lombardia;18/11/21;White
Lombardia;19/11/21;White
Lombardia;20/11/21;White
Lombardia;21/11/21;White
Lombardia;22/11/21;White
Lombardia;23/11/21;White
Lombardia;24/11/21;White
Lombardia;25/11/21;White
Lombardia;26/11/21;White
Lombardia;27/11/21;White
Lombardia;28/11/21;White
Lombardia;29/11/21;White
Lombardia;30/11/21;White
Lombardia;01/12/21;White
Lombardia;02/12/21;White
Lombardia;03/12/21;White
Lombardia;04/12/21;White
Lombardia;05/12/21;White
Lombardia;06/12/21;White
Lombardia;07/12/21;White
Lombardia;08/12/21;White
Lombardia;09/12/21;White
Lombardia;10/12/21;White
Lombardia;11/12/21;White
Lombardia;12/12/21;White
Lombardia;13/12/21;White
Lombardia;14/12/21;White
Lombardia;15/12/21;White
Lombardia;16/12/21;White
Lombardia;17/12/21;White
Lombardia;18/12/21;White
Lombardia;19/12/21;White
Lombardia;20/12/21;White
Lombardia;21/12/21;White
Lombardia;22/12/21;White
Lombardia;23/12/21;White
Lombardia;24/12/21;White
Lombardia;25/12/21;White
Lombardia;26/12/21;White
Lombardia;27/12/21;White
Lombardia;28/12/21;White
Lombardia;29/12/21;White
Lombardia;30/12/21;White
Lombardia;31/12/21;White
Lombardia;01/01/22;White
Lombardia;02/01/22;White
Lombardia;03/01/22;Yellow
Lombardia;04/01/22;Yellow
Lombardia;05/01/22;Yellow
Lombardia;06/01/22;Yellow
Lombardia;07/01/22;Yellow
Lombardia;08/01/22;Yellow
Lombardia;09/01/22;Yellow
Lombardia;10/01/22;Yellow
Lombardia;11/01/22;Yellow
Lombardia;12/01/22;Yellow
Lombardia;13/01/22;Yellow
Lombardia;14/01/22;Yellow
Lombardia;15/01/22;Yellow
Lombardia;16/01/22;Yellow
Lombardia;17/01/22;Yellow
Lombardia;18/01/22;Yellow
Lombardia;19/01/22;Yellow
Lombardia;20/01/22;Yellow
Lombardia;21/01/22;Yellow
Lombardia;22/01/22;Yellow
Lombardia;23/01/22;Yellow
Lombardia;24/01/22;Yellow
Lombardia;25/01/22;Yellow
Lombardia;26/01/22;Yellow
Lombardia;27/01/22;Yellow
Lombardia;28/01/22;Yellow
Lombardia;29/01/22;Yellow
Lombardia;30/01/22;Yellow
Lombardia;31/01/22;Yellow
Lombardia;01/02/22;Yellow
Lombardia;02/02/22;Yellow
Lombardia;03/02/22;Yellow
Lombardia;04/02/22;Yellow
Lombardia;05/02/22;Yellow
Lombardia;06/02/22;Yellow
Lombardia;07/02/22;Yellow
Lombardia;08/02/22;Yellow
Lombardia;09/02/22;Yellow
Lombardia;10/02/22;Yellow
Lombardia;11/02/22;Yellow
Lombardia;12/02/22;Yellow
Lombardia;13/02/22;Yellow
Lombardia;14/02/22;Yellow
Lombardia;15/02/22;Yellow
Lombardia;16/02/22;Yellow
Lombardia;17/02/22;Yellow
Lombardia;18/02/22;Yellow
Lombardia;19/02/22;Yellow
Lombardia;20/02/22;Yellow
Lombardia;21/02/22;Yellow
Lombardia;22/02/22;Yellow
Lombardia;23/02/22;Yellow
Lombardia;24/02/22;Yellow
Lombardia;25/02/22;Yellow
Lombardia;26/02/22;Yellow
Lombardia;27/02/22;Yellow
Lombardia;28/02/22;White
Lombardia;01/03/22;White
Lombardia;02/03/22;White
Lombardia;03/03/22;White
Lombardia;04/03/22;White
Lombardia;05/03/22;White
Lombardia;06/03/22;White
Lombardia;07/03/22;White
Lombardia;08/03/22;White
Lombardia;09/03/22;White
Lombardia;10/03/22;White
Lombardia;11/03/22;White
Lombardia;12/03/22;White
Lombardia;13/03/22;White
Lombardia;14/03/22;White
Lombardia;15/03/22;White
Lombardia;16/03/22;White
Lombardia;17/03/22;White
Lombardia;18/03/22;White
Lombardia;19/03/22;White
Lombardia;20/03/22;White
Lombardia;21/03/22;White
Lombardia;22/03/22;White
Lombardia;23/03/22;White
Lombardia;24/03/22;White
Lombardia;25/03/22;White
Lombardia;26/03/22;White
Lombardia;27/03/22;White
Lombardia;28/03/22;White
Lombardia;29/03/22;White
Lombardia;30/03/22;White
Lombardia;31/03/22;White
Marche;06/11/20;Yellow
Marche;07/11/20;Yellow
Marche;08/11/20;Yellow
Marche;09/11/20;Yellow
Marche;10/11/20;Yellow
Marche;11/11/20;Yellow
Marche;12/11/20;Yellow
Marche;13/11/20;Yellow
Marche;14/11/20;Yellow
Marche;15/11/20;Orange
Marche;16/11/20;Orange
Marche;17/11/20;Orange
Marche;18/11/20;Orange
Marche;19/11/20;Orange
Marche;20/11/20;Orange
Marche;21/11/20;Orange
Marche;22/11/20;Orange
Marche;23/11/20;Orange
Marche;24/11/20;Orange
Marche;25/11/20;Orange
Marche;26/11/20;Orange
Marche;27/11/20;Orange
Marche;28/11/20;Orange
Marche;29/11/20;Orange
Marche;30/11/20;Orange
Marche;01/12/20;Orange
Marche;02/12/20;Orange
Marche;03/12/20;Orange
Marche;04/12/20;Orange
Marche;05/12/20;Orange
Marche;06/12/20;Yellow
Marche;07/12/20;Yellow
Marche;08/12/20;Yellow
Marche;09/12/20;Yellow
Marche;10/12/20;Yellow
Marche;11/12/20;Yellow
Marche;12/12/20;Yellow
Marche;13/12/20;Yellow
Marche;14/12/20;Yellow
Marche;15/12/20;Yellow
Marche;16/12/20;Yellow
Marche;17/12/20;Yellow
Marche;18/12/20;Yellow
Marche;19/12/20;Yellow
Marche;20/12/20;Yellow
Marche;21/12/20;Yellow
Marche;22/12/20;Yellow
Marche;23/12/20;Yellow
Marche;24/12/20;Red
Marche;25/12/20;Red
Marche;26/12/20;Red
Marche;27/12/20;Red
Marche;28/12/20;Orange
Marche;29/12/20;Orange
Marche;30/12/20;Orange
Marche;31/12/20;Red
Marche;01/01/21;Red
Marche;02/01/21;Red
Marche;03/01/21;Red
Marche;04/01/21;Orange
Marche;05/01/21;Red
Marche;06/01/21;Red
Marche;07/01/21;Yellow
Marche;08/01/21;Yellow
Marche;09/01/21;Orange
Marche;10/01/21;Orange
Marche;11/01/21;Yellow
Marche;12/01/21;Yellow
Marche;13/01/21;Yellow
Marche;14/01/21;Yellow
Marche;15/01/21;Yellow
Marche;16/01/21;Yellow
Marche;17/01/21;Orange
Marche;18/01/21;Orange
Marche;19/01/21;Orange
Marche;20/01/21;Orange
Marche;21/01/21;Orange
Marche;22/01/21;Orange
Marche;23/01/21;Orange
Marche;24/01/21;Orange
Marche;25/01/21;Orange
Marche;26/01/21;Orange
Marche;27/01/21;Orange
Marche;28/01/21;Orange
Marche;29/01/21;Orange
Marche;30/01/21;Orange
Marche;31/01/21;Orange
Marche;01/02/21;Yellow
Marche;02/02/21;Yellow
Marche;03/02/21;Yellow
Marche;04/02/21;Yellow
Marche;05/02/21;Yellow
Marche;06/02/21;Yellow
Marche;07/02/21;Yellow
Marche;08/02/21;Yellow
Marche;09/02/21;Yellow
Marche;10/02/21;Yellow
Marche;11/02/21;Yellow
Marche;12/02/21;Yellow
Marche;13/02/21;Yellow
Marche;14/02/21;Yellow
Marche;15/02/21;Yellow
Marche;16/02/21;Yellow
Marche;17/02/21;Yellow
Marche;18/02/21;Yellow
Marche;19/02/21;Yellow
Marche;20/02/21;Yellow
Marche;21/02/21;Yellow
Marche;22/02/21;Yellow
Marche;23/02/21;Yellow
Marche;24/02/21;Yellow
Marche;25/02/21;Yellow
Marche;26/02/21;Yellow
Marche;27/02/21;Yellow
Marche;28/02/21;Yellow
Marche;01/03/21;Orange
Marche;02/03/21;Orange
Marche;03/03/21;Orange
Marche;04/03/21;Orange
Marche;05/03/21;Orange
Marche;06/03/21;Orange
Marche;07/03/21;Orange
Marche;08/03/21;Orange
Marche;09/03/21;Orange
Marche;10/03/21;Orange
Marche;11/03/21;Orange
Marche;12/03/21;Orange
Marche;13/03/21;Orange
Marche;14/03/21;Orange
Marche;15/03/21;Red
Marche;16/03/21;Red
Marche;17/03/21;Red
Marche;18/03/21;Red
Marche;19/03/21;Red
Marche;20/03/21;Red
Marche;21/03/21;Red
Marche;22/03/21;Red
Marche;23/03/21;Red
Marche;24/03/21;Red
Marche;25/03/21;Red
Marche;26/03/21;Red
Marche;27/03/21;Red
Marche;28/03/21;Red
Marche;29/03/21;Red
Marche;30/03/21;Red
Marche;31/03/21;Red
Marche;01/04/21;Red
Marche;02/04/21;Red
Marche;03/04/21;Red
Marche;04/04/21;Red
Marche;05/04/21;Red
Marche;06/04/21;Orange
Marche;07/04/21;Orange
Marche;08/04/21;Orange
Marche;09/04/21;Orange
Marche;10/04/21;Orange
Marche;11/04/21;Orange
Marche;12/04/21;Orange
Marche;13/04/21;Orange
Marche;14/04/21;Orange
Marche;15/04/21;Orange
Marche;16/04/21;Orange
Marche;17/04/21;Orange
Marche;18/04/21;Orange
Marche;19/04/21;Orange
Marche;20/04/21;Orange
Marche;21/04/21;Orange
Marche;22/04/21;Orange
Marche;23/04/21;Orange
Marche;24/04/21;Orange
Marche;25/04/21;Orange
Marche;26/04/21;Yellow
Marche;27/04/21;Yellow
Marche;28/04/21;Yellow
Marche;29/04/21;Yellow
Marche;30/04/21;Yellow
Marche;01/05/21;Yellow
Marche;02/05/21;Yellow
Marche;03/05/21;Yellow
Marche;04/05/21;Yellow
Marche;05/05/21;Yellow
Marche;06/05/21;Yellow
Marche;07/05/21;Yellow
Marche;08/05/21;Yellow
Marche;09/05/21;Yellow
Marche;10/05/21;Yellow
Marche;11/05/21;Yellow
Marche;12/05/21;Yellow
Marche;13/05/21;Yellow
Marche;14/05/21;Yellow
Marche;15/05/21;Yellow
Marche;16/05/21;Yellow
Marche;17/05/21;Yellow
Marche;18/05/21;Yellow
Marche;19/05/21;Yellow
Marche;20/05/21;Yellow
Marche;21/05/21;Yellow
Marche;22/05/21;Yellow
Marche;23/05/21;Yellow
Marche;24/05/21;Yellow
Marche;25/05/21;Yellow
Marche;26/05/21;Yellow
Marche;27/05/21;Yellow
Marche;28/05/21;Yellow
Marche;29/05/21;Yellow
Marche;30/05/21;Yellow
Marche;31/05/21;Yellow
Marche;01/06/21;Yellow
Marche;02/06/21;Yellow
Marche;03/06/21;Yellow
Marche;04/06/21;Yellow
Marche;05/06/21;Yellow
Marche;06/06/21;Yellow
Marche;07/06/21;Yellow
Marche;08/06/21;Yellow
Marche;09/06/21;Yellow
Marche;10/06/21;Yellow
Marche;11/06/21;Yellow
Marche;12/06/21;Yellow
Marche;13/06/21;Yellow
Marche;14/06/21;Yellow
Marche;15/06/21;Yellow
Marche;16/06/21;Yellow
Marche;17/06/21;Yellow
Marche;18/06/21;Yellow
Marche;19/06/21;Yellow
Marche;20/06/21;Yellow
Marche;21/06/21;White
Marche;22/06/21;White
Marche;23/06/21;White
Marche;24/06/21;White
Marche;25/06/21;White
Marche;26/06/21;White
Marche;27/06/21;White
Marche;28/06/21;White
Marche;29/06/21;White
Marche;30/06/21;White
Marche;01/07/21;White
Marche;02/07/21;White
Marche;03/07/21;White
Marche;04/07/21;White
Marche;05/07/21;White
Marche;06/07/21;White
Marche;07/07/21;White
Marche;08/07/21;White
Marche;09/07/21;White
Marche;10/07/21;White
Marche;11/07/21;White
Marche;12/07/21;White
Marche;13/07/21;White
Marche;14/07/21;White
Marche;15/07/21;White
Marche;16/07/21;White
Marche;17/07/21;White
Marche;18/07/21;White
Marche;19/07/21;White
Marche;20/07/21;White
Marche;21/07/21;White
Marche;22/07/21;White
Marche;23/07/21;White
Marche;24/07/21;White
Marche;25/07/21;White
Marche;26/07/21;White
Marche;27/07/21;White
Marche;28/07/21;White
Marche;29/07/21;White
Marche;30/07/21;White
Marche;31/07/21;White
Marche;01/08/21;White
Marche;02/08/21;White
Marche;03/08/21;White
Marche;04/08/21;White
Marche;05/08/21;White
Marche;06/08/21;White
Marche;07/08/21;White
Marche;08/08/21;White
Marche;09/08/21;White
Marche;10/08/21;White
Marche;11/08/21;White
Marche;12/08/21;White
Marche;13/08/21;White
Marche;14/08/21;White
Marche;15/08/21;White
Marche;16/08/21;White
Marche;17/08/21;White
Marche;18/08/21;White
Marche;19/08/21;White
Marche;20/08/21;White
Marche;21/08/21;White
Marche;22/08/21;White
Marche;23/08/21;White
Marche;24/08/21;White
Marche;25/08/21;White
Marche;26/08/21;White
Marche;27/08/21;White
Marche;28/08/21;White
Marche;29/08/21;White
Marche;30/08/21;White
Marche;31/08/21;White
Marche;01/09/21;White
Marche;02/09/21;White
Marche;03/09/21;White
Marche;04/09/21;White
Marche;05/09/21;White
Marche;06/09/21;White
Marche;07/09/21;White
Marche;08/09/21;White
Marche;09/09/21;White
Marche;10/09/21;White
Marche;11/09/21;White
Marche;12/09/21;White
Marche;13/09/21;White
Marche;14/09/21;White
Marche;15/09/21;White
Marche;16/09/21;White
Marche;17/09/21;White
Marche;18/09/21;White
Marche;19/09/21;White
Marche;20/09/21;White
Marche;21/09/21;White
Marche;22/09/21;White
Marche;23/09/21;White
Marche;24/09/21;White
Marche;25/09/21;White
Marche;26/09/21;White
Marche;27/09/21;White
Marche;28/09/21;White
Marche;29/09/21;White
Marche;30/09/21;White
Marche;01/10/21;White
Marche;02/10/21;White
Marche;03/10/21;White
Marche;04/10/21;White
Marche;05/10/21;White
Marche;06/10/21;White
Marche;07/10/21;White
Marche;08/10/21;White
Marche;09/10/21;White
Marche;10/10/21;White
Marche;11/10/21;White
Marche;12/10/21;White
Marche;13/10/21;White
Marche;14/10/21;White
Marche;15/10/21;White
Marche;16/10/21;White
Marche;17/10/21;White
Marche;18/10/21;White
Marche;19/10/21;White
Marche;20/10/21;White
Marche;21/10/21;White
Marche;22/10/21;White
Marche;23/10/21;White
Marche;24/10/21;White
Marche;25/10/21;White
Marche;26/10/21;White
Marche;27/10/21;White
Marche;28/10/21;White
Marche;29/10/21;White
Marche;30/10/21;White
Marche;31/10/21;White
Marche;01/11/21;White
Marche;02/11/21;White
Marche;03/11/21;White
Marche;04/11/21;White
Marche;05/11/21;White
Marche;06/11/21;White
Marche;07/11/21;White
Marche;08/11/21;White
Marche;09/11/21;White
Marche;10/11/21;White
Marche;11/11/21;White
Marche;12/11/21;White
Marche;13/11/21;White
Marche;14/11/21;White
Marche;15/11/21;White
Marche;16/11/21;White
Marche;17/11/21;White
Marche;18/11/21;White
Marche;19/11/21;White
Marche;20/11/21;White
Marche;21/11/21;White
Marche;22/11/21;White
Marche;23/11/21;White
Marche;24/11/21;White
Marche;25/11/21;White
Marche;26/11/21;White
Marche;27/11/21;White
Marche;28/11/21;White
Marche;29/11/21;White
Marche;30/11/21;White
Marche;01/12/21;White
Marche;02/12/21;White
Marche;03/12/21;White
Marche;04/12/21;White
Marche;05/12/21;White
Marche;06/12/21;White
Marche;07/12/21;White
Marche;08/12/21;White
Marche;09/12/21;White
Marche;10/12/21;White
Marche;11/12/21;White
Marche;12/12/21;White
Marche;13/12/21;White
Marche;14/12/21;White
Marche;15/12/21;White
Marche;16/12/21;White
Marche;17/12/21;White
Marche;18/12/21;White
Marche;19/12/21;White
Marche;20/12/21;Yellow
Marche;21/12/21;Yellow
Marche;22/12/21;Yellow
Marche;23/12/21;Yellow
Marche;24/12/21;Yellow
Marche;25/12/21;Yellow
Marche;26/12/21;Yellow
Marche;27/12/21;Yellow
Marche;28/12/21;Yellow
Marche;29/12/21;Yellow
Marche;30/12/21;Yellow
Marche;31/12/21;Yellow
Marche;01/01/22;Yellow
Marche;02/01/22;Yellow
Marche;03/01/22;Yellow
Marche;04/01/22;Yellow
Marche;05/01/22;Yellow
Marche;06/01/22;Yellow
Marche;07/01/22;Yellow
Marche;08/01/22;Yellow
Marche;09/01/22;Yellow
Marche;10/01/22;Yellow
Marche;11/01/22;Yellow
Marche;12/01/22;Yellow
Marche;13/01/22;Yellow
Marche;14/01/22;Yellow
Marche;15/01/22;Yellow
Marche;16/01/22;Yellow
Marche;17/01/22;Yellow
Marche;18/01/22;Yellow
Marche;19/01/22;Yellow
Marche;20/01/22;Yellow
Marche;21/01/22;Yellow
Marche;22/01/22;Yellow
Marche;23/01/22;Yellow
Marche;24/01/22;Yellow
Marche;25/01/22;Yellow
Marche;26/01/22;Yellow
Marche;27/01/22;Yellow
Marche;28/01/22;Yellow
Marche;29/01/22;Yellow
Marche;30/01/22;Yellow
Marche;31/01/22;Yellow
Marche;01/02/22;Yellow
Marche;02/02/22;Yellow
Marche;03/02/22;Yellow
Marche;04/02/22;Yellow
Marche;05/02/22;Yellow
Marche;06/02/22;Yellow
Marche;07/02/22;Orange
Marche;08/02/22;Orange
Marche;09/02/22;Orange
Marche;10/02/22;Orange
Marche;11/02/22;Orange
Marche;12/02/22;Orange
Marche;13/02/22;Orange
Marche;14/02/22;Orange
Marche;15/02/22;Orange
Marche;16/02/22;Orange
Marche;17/02/22;Orange
Marche;18/02/22;Orange
Marche;19/02/22;Orange
Marche;20/02/22;Orange
Marche;21/02/22;Yellow
Marche;22/02/22;Yellow
Marche;23/02/22;Yellow
Marche;24/02/22;Yellow
Marche;25/02/22;Yellow
Marche;26/02/22;Yellow
Marche;27/02/22;Yellow
Marche;28/02/22;Yellow
Marche;01/03/22;Yellow
Marche;02/03/22;Yellow
Marche;03/03/22;Yellow
Marche;04/03/22;Yellow
Marche;05/03/22;Yellow
Marche;06/03/22;Yellow
Marche;07/03/22;Yellow
Marche;08/03/22;Yellow
Marche;09/03/22;Yellow
Marche;10/03/22;Yellow
Marche;11/03/22;Yellow
Marche;12/03/22;Yellow
Marche;13/03/22;Yellow
Marche;14/03/22;Yellow
Marche;15/03/22;Yellow
Marche;16/03/22;Yellow
Marche;17/03/22;Yellow
Marche;18/03/22;Yellow
Marche;19/03/22;Yellow
Marche;20/03/22;Yellow
Marche;21/03/22;White
Marche;22/03/22;White
Marche;23/03/22;White
Marche;24/03/22;White
Marche;25/03/22;White
Marche;26/03/22;White
Marche;27/03/22;White
Marche;28/03/22;White
Marche;29/03/22;White
Marche;30/03/22;White
Marche;31/03/22;White
Molise;06/11/20;Yellow
Molise;07/11/20;Yellow
Molise;08/11/20;Yellow
Molise;09/11/20;Yellow
Molise;10/11/20;Yellow
Molise;11/11/20;Yellow
Molise;12/11/20;Yellow
Molise;13/11/20;Yellow
Molise;14/11/20;Yellow
Molise;15/11/20;Yellow
Molise;16/11/20;Yellow
Molise;17/11/20;Yellow
Molise;18/11/20;Yellow
Molise;19/11/20;Yellow
Molise;20/11/20;Yellow
Molise;21/11/20;Yellow
Molise;22/11/20;Yellow
Molise;23/11/20;Yellow
Molise;24/11/20;Yellow
Molise;25/11/20;Yellow
Molise;26/11/20;Yellow
Molise;27/11/20;Yellow
Molise;28/11/20;Yellow
Molise;29/11/20;Yellow
Molise;30/11/20;Yellow
Molise;01/12/20;Yellow
Molise;02/12/20;Yellow
Molise;03/12/20;Yellow
Molise;04/12/20;Yellow
Molise;05/12/20;Yellow
Molise;06/12/20;Yellow
Molise;07/12/20;Yellow
Molise;08/12/20;Yellow
Molise;09/12/20;Yellow
Molise;10/12/20;Yellow
Molise;11/12/20;Yellow
Molise;12/12/20;Yellow
Molise;13/12/20;Yellow
Molise;14/12/20;Yellow
Molise;15/12/20;Yellow
Molise;16/12/20;Yellow
Molise;17/12/20;Yellow
Molise;18/12/20;Yellow
Molise;19/12/20;Yellow
Molise;20/12/20;Yellow
Molise;21/12/20;Yellow
Molise;22/12/20;Yellow
Molise;23/12/20;Yellow
Molise;24/12/20;Red
Molise;25/12/20;Red
Molise;26/12/20;Red
Molise;27/12/20;Red
Molise;28/12/20;Orange
Molise;29/12/20;Orange
Molise;30/12/20;Orange
Molise;31/12/20;Red
Molise;01/01/21;Red
Molise;02/01/21;Red
Molise;03/01/21;Red
Molise;04/01/21;Orange
Molise;05/01/21;Red
Molise;06/01/21;Red
Molise;07/01/21;Yellow
Molise;08/01/21;Yellow
Molise;09/01/21;Orange
Molise;10/01/21;Orange
Molise;11/01/21;Yellow
Molise;12/01/21;Yellow
Molise;13/01/21;Yellow
Molise;14/01/21;Yellow
Molise;15/01/21;Yellow
Molise;16/01/21;Yellow
Molise;17/01/21;Yellow
Molise;18/01/21;Yellow
Molise;19/01/21;Yellow
Molise;20/01/21;Yellow
Molise;21/01/21;Yellow
Molise;22/01/21;Yellow
Molise;23/01/21;Yellow
Molise;24/01/21;Yellow
Molise;25/01/21;Yellow
Molise;26/01/21;Yellow
Molise;27/01/21;Yellow
Molise;28/01/21;Yellow
Molise;29/01/21;Yellow
Molise;30/01/21;Yellow
Molise;31/01/21;Yellow
Molise;01/02/21;Yellow
Molise;02/02/21;Yellow
Molise;03/02/21;Yellow
Molise;04/02/21;Yellow
Molise;05/02/21;Yellow
Molise;06/02/21;Yellow
Molise;07/02/21;Yellow
Molise;08/02/21;Yellow
Molise;09/02/21;Yellow
Molise;10/02/21;Yellow
Molise;11/02/21;Yellow
Molise;12/02/21;Yellow
Molise;13/02/21;Yellow
